Year,Term,Subject,Number,Name,Description,Credit Hours,Section Info,Section Title,Section Credit Hours
2026,Spring,CHEM,104,General Chemistry II,"[IAI Code: CHM912] Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.",3 hours.,Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.,,
2026,Spring,CHEM,104,General Chemistry II,"[IAI Code: CHM912] Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.",3 hours.,Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.,,
2026,Spring,CHEM,104,General Chemistry II,"[IAI Code: CHM912] Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.",3 hours.,Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.,,
2026,Spring,CHEM,104,General Chemistry II,"[IAI Code: CHM912] Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.",3 hours.,Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.,,
2026,Spring,CHEM,104,General Chemistry II,"[IAI Code: CHM912] Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.",3 hours.,Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.,,
2026,Spring,CHEM,104,General Chemistry II,"[IAI Code: CHM912] Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.",3 hours.,Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
